"job_title","activity_sector","job_function","required_experience","study_level","contract_type","remote_work","city"
"responsable administrations des ventes |","agroalimentaire","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","agadir"
"content manager |","banque, assurance, finances","marketing, communication","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"ingénieur de développement |","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","rabat"
"responsable développement rh |","aéronautique, navale","rh, formation","junior (de 3 à 5 ans)","bac +4","cdi","non","casablanca"
"responsable communication et marketing |","services autres","marketing, communication","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"agent helpdesk italophone |","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","tétouan"
"storekeeper |","chimie, pétrochimie, matières premières, mines","transport, logistique","débutant (de 1 à 3 ans)","bac","cdi","non","nador"
"manager qse & mesures d'urgence |","btp, construction","production, maintenance, qualité","expert (10 ou plus)","bac +5 et plus","cdi","non","taliouine"
"research assistant |","éducation, formation","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","benguérir"
"commercial terrain b2b à temara |","marketing, communication, médias","commercial, vente","débutant (de 1 à 3 ans)","bac +2","autre","non","témara"
"acheteur international |","ameublement, décoration","transport, logistique","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"gestionnaire facility manager |","services autres","métiers du btp","débutant (de 1 à 3 ans)","bac +2","cdi","non","all"
"stage pré-embauche en gestion technique client (h/f) |","télécom","informatique, nouvelles technologies","fraichement diplômé","bac +5 et plus","stage","hybride","salé"
"cad designer |","services autres","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","hybride","rabat"
"technico-commercial |","equipements mécaniques, machines","commercial, vente","débutant (de 1 à 3 ans)","bac +3","cdi","non","tanger"
"assistante marketing - beverage |","marketing, communication, médias","marketing, communication","débutant (de 1 à 3 ans)","bac +3","cdi","non","casablanca"
"comptable (h/f) |","conseil, audit, comptabilité","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"administration des ventes -adv- (h/f) |","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","marrakech"
"research engineer in isotope hydrology |","éducation, formation","rh, formation","junior (de 3 à 5 ans)","bac +2","cdi","non","benguérir"
"développeur fullstack (h/f) |","banque, assurance, finances","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"cadre recouvrement |","btp, construction","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","el jadida"
"développeurs java 4 ans d'expérience minimum |","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +4","autre","hybride","casablanca"
"gestionnaires comptes clients |","aéronautique, navale","commercial, vente","fraichement diplômé","bac +3","autre","non","casablanca"
"procurement and forcasting planner junior (h/f) |","distribution, vente, commerce de gros","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +4","cdi","non","casablanca"
"responsable administratif & financier |","conseil, audit, comptabilité","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","rabat"
"assistant analyse des ventes |","distribution, vente, commerce de gros","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"chef d'équipe production |","automobile, matériels de transport, réparation","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"assistant qhse |","éducation, formation","production, maintenance, qualité","junior (de 3 à 5 ans)","qualification avant bac","cdi","non","benguérir"
"scientist in bioconversion |","éducation, formation","rh, formation","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","benguérir"
"application manager (h/f) |","banque, assurance, finances","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"scientists positions in phosphate processing |","éducation, formation","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","benguérir"
"réfèrent technique java spring |","informatique, ssii, internet","informatique, nouvelles technologies","senior (de 5 à 10 ans)","bac +5 et plus","cdi","hybride","casablanca"
"chargé de communication & marque employeur - agadir |","marketing, communication, médias","marketing, communication","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","casablanca"
"guest relation manager (h/f) |","tourisme, loisirs","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac +2","cdi","non","tanger"
"hr admin senior fes |","transports, logistique, services postaux","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","fès"
"gouvernant d'hôtel (h/f) |","tourisme, loisirs","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac +2","cdi","non","tanger"
"chargé(e) des achats internes et moyens généraux |","distribution, vente, commerce de gros","management, direction générale","débutant (de 1 à 3 ans)","bac +3","cdi","non","casablanca"
"gouvernant d'hôtel (h/f) |","tourisme, loisirs","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac +2","cdi","non","tanger"
"chargé approvisionnement |","métallurgie, sidérurgie","achats","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"commercial terrain (alimentaire & boissons) |","agroalimentaire","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","all"
"architecte applicatif fonctionnel (h/f) |","banque, assurance, finances","informatique, nouvelles technologies","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"chef de projet de projet orga & process (h/f) |","banque, assurance, finances","informatique, nouvelles technologies","expert (10 ou plus)","bac +5 et plus","cdi","non","casablanca"
"assistante administrative -","sport, action culturelle et sociale","secrétariat, assistanat","junior (de 3 à 5 ans)","bac +3","intérim","non","casablanca"
"responsable/ingénieur maintenance -","electricité, eau, gaz, nucléaire, énergie","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +4","cdi","non","mohammédia"
"poseurs cuisines -","btp, construction","métiers du btp","junior (de 3 à 5 ans)","qualification avant bac","intérim","non","casablanca"
"superviseur sécurité -","sport, action culturelle et sociale","métiers des services","junior (de 3 à 5 ans)","bac +1","intérim","non","casablanca"
"chargé de portefeuille h/f -","banque, assurance, finances","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"archiviste documentaliste -","btp, construction","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +3","cdd","non","casablanca"
"cadre financier senior -","industrie, production, fabrication, autres","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"équipier(ère) polyvalent (e) -","évènementiel, hôte(sse), accueil","commercial, vente","débutant (de 1 à 3 ans)","bac","cdi","non","casablanca"
"assistante directeur administratif et financier -","services autres","secrétariat, assistanat","junior (de 3 à 5 ans)","bac +3","intérim","non","casablanca"
"chauffeur direction génerale -","import, export","management, direction générale","junior (de 3 à 5 ans)","qualification avant bac","intérim","non","mohammédia"
"stagiaire pfe – amoa applications it et processus -","conseil, audit, comptabilité","informatique, nouvelles technologies","fraichement diplômé","bac +5 et plus","stage","non","casablanca"
"chargé(e) de recrutement -","intérim, recrutement","management, direction générale","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"equipier(ère) polyvalent(e) restauration rapide -","évènementiel, hôte(sse), accueil","commercial, vente","débutant (de 1 à 3 ans)","bac","cdi","non","marrakech"
"data scientist f/m -","conseil, audit, comptabilité","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +3","cdi","non","casablanca"
"assistante administration des ventes -","industrie pharmaceutique","commercial, vente","junior (de 3 à 5 ans)","bac +3","intérim","non","berrechid"
"equipier(ère) polyvalent(e) -","évènementiel, hôte(sse), accueil","commercial, vente","débutant (de 1 à 3 ans)","bac","cdi","non","rabat"
"caissier(ère)-","évènementiel, hôte(sse), accueil","métiers des services","fraichement diplômé","bac","cdi","non","marrakech"
"caissier(ère) -","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac","cdi","non","rabat"
"stagiaire comptable -","chimie, pétrochimie, matières premières, mines","gestion, comptabilité, finance","fraichement diplômé","bac +2","stage","non","mohammédia"
"chargée marketing -","industrie pharmaceutique","marketing, communication","junior (de 3 à 5 ans)","bac +4","intérim","non","berrechid"
"représentant commercial et pédagogique – secteur de l’éducation -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","laâyoune"
"plongeur – restauration -","hôtellerie, restauration","métiers des services","fraichement diplômé","bac","cdi","non","marrakech"
"responsable administratif et financier -","industrie, production, fabrication, autres","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"hôtesses d´accueil francophone -","évènementiel, hôte(sse), accueil","secrétariat, assistanat","fraichement diplômé","bac +2","intérim","non","casablanca"
"assistant de direction / gestionnaire de chantier (h/f) -","btp, construction","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"conducteur de gros œuvre (h/f) -","btp, construction","métiers du btp","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"conducteur des travaux en installation electrique et eclairage public -","administration publique","métiers des services","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"mécanicien de maintenance industrielle -","hôtellerie, restauration","métiers du btp","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"coursier -","transports, logistique, services postaux","commercial, vente","fraichement diplômé","bac +2","freelance","non","casablanca"
"pointeur secteur agricole -","agriculture, pêche, aquaculture","achats","junior (de 3 à 5 ans)","bac +2","cdi","non","agadir"
"conseiller commercial – immobilier -","immobilier, architecture, urbanisme","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdd","non","el jadida"
"ingénieur d´études en génie civil -","btp, construction","métiers du btp","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","rabat"
"chef de rayon spécialisés -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdd","non","casablanca"
"agent général -","banque, assurance, finances","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","fès"
"ingénieur de suivi et contrôle de travaux -","btp, construction","métiers du btp","expert (10 ou plus)","bac +5 et plus","cdi","non","guelmim"
"comptable sénior avec expérience en cabinet – disponibilité immédiate -","conseil, audit, comptabilité","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"technicien(ne) réseau -","hôtellerie, restauration","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
